comsol_index,frequency_real_Hz,frequency_imag_Hz,Q,Eoz1,Eoz0,Eoz_1,Eof1,Eof0,Eof_1,Forward,Backward,pml_fraction
102,1741.06017667791,435.320294687388,1.999746161534,3.46832082034622e-13,3.71093378241923e-13,2.49263686951117e-14,4.3507753641465e-19,4.59302588054845e-18,4.46399000397268e-19,0.466892681027316,0.079473439455422,NaN
103,1741.07228743292,435.317602030184,1.9997724412166,7.89494552855853e-19,4.99977423866993e-19,6.09622374399763e-19,4.74122306273851e-12,1.70149236466731e-12,4.0031163651882e-12,0.415721605611201,0.453886598681398,NaN
104,1741.07277514602,435.31742812425,1.99977380029117,9.47822675270447e-13,3.66446502509518e-13,1.44889955765822e-12,2.21624872024461e-19,2.14226222886197e-18,2.55676260451202e-18,0.343020193850066,0.0450397580184007,NaN
105,1766.68672753323,80.6989678034628,10.9461544281203,1.88325895193237e-09,3.40627314538898e-12,1.42013352274844e-09,3.91441435616118e-10,6.10711837831213e-12,5.26394318468579e-10,0.56951120873938,0.423664110934294,NaN
106,1767.14484244594,80.2794907045213,11.0062036202381,1.82324039597371e-08,9.3098189365067e-09,1.7386791786863e-08,3.98926224177183e-09,1.9771836615035e-09,3.45226595004426e-09,0.405804669617926,0.4235464789557,NaN
107,1801.46606646263,104.712709983927,8.6019455839656,7.54162340272659e-08,7.7902279679739e-05,7.38583001798468e-08,5.43274639472174e-08,7.87550722313938e-05,5.57790609024679e-08,0.000966236160019868,0.000688865032755872,NaN
108,1817.15915518325,84.3176518003785,10.7756745852302,1.26497899185761e-08,1.82361287769966e-12,1.15311705383614e-08,9.74086287619295e-09,1.22865272246839e-12,1.12192907782423e-08,0.52309071949931,0.464705177046778,NaN
109,1818.21917547838,84.4354258700983,10.7669213291804,1.4284175281595e-07,3.78789134093746e-09,1.3934049898537e-07,1.20746633653964e-07,2.34514997159988e-08,1.26325190456855e-07,0.499498833152286,0.446344632861538,NaN
110,1826.73176916116,100.451800858713,9.09257849807232,3.6447736368769e-05,1.62571410162455e-12,3.60549843442249e-05,3.6379768984652e-05,4.75531137544653e-12,3.6802998570505e-05,0.502708521736572,0.497108374499883,NaN
111,1828.27845635112,99.3931368585137,9.19720673950395,3.16954202246008e-05,1.81341891374781e-08,3.13423111677483e-05,3.32377903344297e-05,1.04070493302358e-07,3.35831848593051e-05,0.502656175318711,0.496642026811011,NaN
112,1872.26749006123,85.6130898883084,10.9344697902144,7.1995684684427e-11,3.2218134031254e-12,2.262397504604e-10,1.56823193196916e-09,8.55158667352752e-12,7.40018785806078e-10,0.238825521798574,0.676895015581525,NaN
113,1872.37174442825,85.4503367139723,10.9559061814796,2.88167193563845e-09,8.07890593882451e-10,2.86003737353135e-09,8.90040810420853e-09,2.89729785799204e-09,7.19893118895492e-09,0.43997678916166,0.468525457078973,NaN
114,1937.56957006207,85.776925466496,11.2942353641416,2.03888341778065e-08,8.82887949042962e-11,2.83019931136176e-08,3.85301213415879e-08,1.33780057253398e-10,2.88044847134358e-08,0.417982854419148,0.571084081920505,NaN
115,1938.2264756975,85.4527694067485,11.3409225303846,1.9643246315971e-07,1.34282976314705e-07,2.01492611564089e-07,2.76668010688176e-07,1.46076299954032e-07,2.74954296048447e-07,0.369089612185326,0.396543733977736,NaN
116,1940.04644788624,98.0708128642522,9.89104908598858,1.54134559277174e-06,5.62254930068001e-05,1.56230918991624e-06,1.69199600635207e-06,5.61179221308514e-05,1.67314686371629e-06,0.0259795673829793,0.0284450037388945,NaN
117,1943.01030399307,96.0413756773587,10.1154855930032,3.47997095094297e-05,1.76717469320217e-10,3.3976340658234e-05,3.37353000412958e-05,1.68113766263946e-10,3.4551549050011e-05,0.505984568876548,0.494022164417947,NaN
118,1944.36365036618,95.4867814666704,10.1813236371616,3.02070280549423e-05,1.54072675707214e-06,2.94652175602327e-05,2.86501584243003e-05,1.58721957864388e-06,2.93610206347996e-05,0.493474289587637,0.480720272342286,NaN
119,2007.43395680547,85.6442473662771,11.7196076709053,1.50900539221164e-10,3.76316678867355e-12,1.79721654836142e-10,6.99814079424877e-11,5.65229637751197e-12,1.77820554567179e-11,0.451277349102223,0.749139204238743,NaN
120,2007.73576768402,85.7186443654112,11.7111964529281,6.28184372365157e-10,1.32229018350144e-10,6.96914707258549e-10,3.09185173481899e-09,1.36163333531961e-09,3.60605965642127e-09,0.431052124252962,0.383626102927369,NaN
